BirthDate,Colleges,Feet,From,Inches,Player,PlayerAdditional,Pos,To,Weight,_id
December 18 1945,Georgia Tech,6,1969,2,Phil Wagner,wagneph01,G,1969,190,63af8fcbabaabaf6d89168c4
September 12 1994,Baylor,6,2022,6,Ish Wainright,wainris01,F,2023,250,63af8fcbabaabaf6d89168c5
December 10 1991,Syracuse,6,2013,3,Dion Waiters,waitedi01,G,2020,215,63af8fcbabaabaf6d89168c6
January 8 1961,Ohio State,6,1984,11,Granville Waiters,waitegr01,C,1988,225,63af8fcbabaabaf6d89168c7
January 11 1955,Loyola Chicago,6,1979,3,Andre Wakefield,wakefan01,G,1980,175,63af8fcbabaabaf6d89168c8
July 29 1948,Florida,6,1970,10,Neal Walk,walkne01,C,1977,220,63af8fcbabaabaf6d89168c9
March 25 1955,Niagara University,6,1977,4,Andy Walker,walkean01,G,1977,190,63af8fcbabaabaf6d89168ca
August 12 1976,Kentucky,6,1997,8,Antoine Walker,walkean02,F,2008,224,63af8fcbabaabaf6d89168cb
March 15 1921,BYU,6,1949,6,Brady Walker,walkebr01,F-C,1952,205,63af8fcbabaabaf6d89168cc
March 9 1961,Arkansas,6,1984,4,Darrell Walker,walkeda01,G,1993,180,63af8fcbabaabaf6d89168ce
May 21 1951,Vincennes University West Georgia,6,1975,1,Foots Walker,walkefo01,G,1984,184,63af8fcbabaabaf6d89168cf
October 9 1987,Kansas State,6,2009,6,Henry Walker,walkebi01,F,2015,220,63af8fcbabaabaf6d89168d0
April 17 1937,Michigan State,6,1962,3,Horace Walker,walkeho01,F,1962,210,63af8fcbabaabaf6d89168d1
July 30 2002,Colorado,6,2023,9,Jabari Walker,walkeja01,F,2023,215,63af8fcbabaabaf6d89168d2
April 8 1944,Providence,6,1968,3,Jimmy Walker,walkeji01,G,1976,195,63af8fcbabaabaf6d89168d3
May 8 1990,UConn,6,2012,1,Kemba Walker,walkeke02,G,2023,184,63af8fcbabaabaf6d89168d4
August 18 1964,Kentucky,6,1987,8,Kenny Walker,walkeke01,F,1995,210,63af8fcbabaabaf6d89168d5
December 14 1998,Miami (FL),6,2019,4,Lonnie Walker IV,walkelo01,G,2023,204,63af8fcbabaabaf6d89168d6
March 28 1998,Florida State,6,2022,5,M.J. Walker,walkemj01,G,2022,213,63af8fcbabaabaf6d89168d7
March 20 1956,Millersville,6,1978,3,Phil Walker,walkeph01,G,1978,180,63af8fcbabaabaf6d89168d8
February 25 1976,Louisville,6,1997,9,Samaki Walker,walkesa01,F,2006,240,63af8fcbabaabaf6d89168d9
July 18 1954,Virginia,6,1977,7,Wally Walker,walkewa01,F,1984,190,63af8fcbabaabaf6d89168da
September 6 1990,Kentucky,6,2011,3,John Wall,walljo01,G,2023,210,63af8fcbabaabaf6d89168db
July 23 1982,Alabama,6,2002,7,Gerald Wallace,wallage01,F,2015,215,63af8fcbabaabaf6d89168dd
February 9 1974,Syracuse,6,1997,8,John Wallace,wallajo01,F,2004,225,63af8fcbabaabaf6d89168de
September 17 1974,UNC,6,1996,10,Rasheed Wallace,wallara01,F-C,2013,225,63af8fcbabaabaf6d89168df
July 12 1918,University of Scranton,6,1947,1,Red Wallace,wallare01,G,1947,185,63af8fcbabaabaf6d89168e0
June 10 1994,California,6,2018,5,Tyrone Wallace,wallaty01,G,2022,198,63af8fcbabaabaf6d89168e1
October 5 1945,Tennessee State,6,1969,6,Dwight Waller,walledw01,F,1972,220,63af8fcbabaabaf6d89168e2
November 20 1964,Virginia Union University,6,1988,4,Jamie Waller,walleja01,G,1988,215,63af8fcbabaabaf6d89168e3
August 29 1930,Stanford,6,1958,4,Jim Walsh,walshji01,F,1958,195,63af8fcbabaabaf6d89168e4
December 2 1982,Florida,6,2006,6,Matt Walsh,walshma01,G-F,2006,205,63af8fcbabaabaf6d89168e5
March 12 1970,Northwestern Kansas,6,1994,4,Rex Walters,waltere01,G,2000,190,63af8fcbabaabaf6d89168e6
March 23 1927,Tennessee,6,1950,2,Paul Walther,walthpa01,G-F,1955,160,63af8fcbabaabaf6d89168e7
August 25 1930,,5,1954,11,Isaac Walthour,walthis01,G,1954,163,63af8fcbabaabaf6d89168e8
April 3 1995,Michigan,6,2018,1,Derrick Walton,waltode01,G,2022,189,63af8fcbabaabaf6d89168ea
November 23 1953,Marquette,6,1977,1,Lloyd Walton,waltoll01,G,1981,160,63af8fcbabaabaf6d89168eb
March 28 1980,Arizona,6,2004,8,Luke Walton,waltolu01,F,2013,235,63af8fcbabaabaf6d89168ec
July 25 1989,Pitt,6,2019,3,Brad Wanamaker,wanambr01,G,2022,210,63af8fcbabaabaf6d89168ed
September 7 1952,Georgia Southern University,6,1975,2,Perry Warbington,warbipe01,G,1975,165,63af8fcbabaabaf6d89168ef
October 12 1970,Florida State,6,1995,2,Charlie Ward,wardch01,G,2005,190,63af8fcbabaabaf6d89168f0
September 6 1941,Boston College,6,1964,4,Gerry Ward,wardge01,G,1967,195,63af8fcbabaabaf6d89168f1
January 30 1952,Jackson State University,6,1976,4,Henry Ward,wardhe01,G-F,1977,195,63af8fcbabaabaf6d89168f2
January 17 1990,Cal State Long Beach,5,2014,10,Casper Ware,wareca01,G,2014,175,63af8fcbabaabaf6d89168f3
May 2 1944,Oklahoma City University,6,1967,7,Jim Ware,wareji01,F,1969,210,63af8fcbabaabaf6d89168f4
September 4 1936,Tennessee State,6,1963,5,Ben Warley,warlebe01,F-G,1970,200,63af8fcbabaabaf6d89168f5
March 20 1941,University of Southern Colorado Pepperdine,6,1966,5,Bob Warlick,warlibo01,G-F,1970,200,63af8fcbabaabaf6d89168f6
August 12 1948,Jackson State University,6,1971,9,Cornell Warner,warneco01,F-C,1977,220,63af8fcbabaabaf6d89168f7
January 31 1994,Stony Brook University,6,2018,8,Jameel Warney,warneja01,F,2018,260,63af8fcbabaabaf6d89168f8
July 17 1946,Vanderbilt,6,1969,5,Bob Warren,warrebo01,G,1976,190,63af8fcbabaabaf6d89168f9
July 7 1947,"St. John's",6,1970,3,John Warren,warrejo01,G-F,1974,180,63af8fcbabaabaf6d89168fa
September 5 1993,NC State,6,2015,8,T.J. Warren,warretj01,F,2023,220,63af8fcbabaabaf6d89168fb
October 22 1989,Oklahoma,6,2011,4,Willie Warren,warrewi01,G,2011,203,63af8fcbabaabaf6d89168fc
July 22 1959,"Saint Joseph's",6,1983,5,Bryan Warrick,warribr01,G,1986,195,63af8fcbabaabaf6d89168fd
July 8 1982,Syracuse,6,2006,9,Hakim Warrick,warriha01,F,2013,219,63af8fcbabaabaf6d89168fe
May 13 1965,NC State,6,1987,11,Chris Washburn,washbch01,C,1988,225,63af8fcbabaabaf6d89168ff
December 18 1991,Texas-El Paso,6,2019,8,Julian Washburn,washbju01,F,2019,210,63af8fcbabaabaf6d8916900
July 11 1947,Eastern Kentucky University,5,1970,11,Bobby Washington,washibo01,G,1972,175,63af8fcbabaabaf6d8916901
December 6 1985,Memphis,6,2008,2,Darius Washington,washida01,G,2008,195,63af8fcbabaabaf6d8916902
April 22 1952,UNC,6,1975,8,Don Washington,washido01,F,1976,210,63af8fcbabaabaf6d8916903
August 31 1964,Middle Tennessee,6,1988,4,Duane Washington,washidu01,G,1993,195,63af8fcbabaabaf6d8916904
March 24 2000,Ohio State,6,2022,3,Duane Washington Jr.,washidu02,G,2023,210,63af8fcbabaabaf6d8916905
March 23 1974,Alabama,6,1998,4,Eric Washington,washier01,G,1999,190,63af8fcbabaabaf6d8916906
July 1 1943,Villanova,6,1966,6,Jim Washington,washiji01,F-C,1976,210,63af8fcbabaabaf6d8916907
September 17 1951,American University,6,1974,8,Kermit Washington,washike01,F-C,1988,230,63af8fcbabaabaf6d8916908
August 23 1998,Kentucky,6,2020,7,P.J. Washington,washipj01,F,2023,230,63af8fcbabaabaf6d8916909
January 6 1964,Syracuse,6,1987,2,Pearl Washington,washipe01,G,1989,190,63af8fcbabaabaf6d891690a
July 15 1955,UCLA,6,1977,11,Richard Washington,washiri01,F-C,1982,220,63af8fcbabaabaf6d891690b
January 23 1952,University of San Diego,6,1975,4,Stan Washington,washist01,G,1975,190,63af8fcbabaabaf6d891690c
April 21 1944,Cheyney (PA),6,1968,7,Trooper Washington,washitr01,F-C,1973,215,63af8fcbabaabaf6d891690d
November 15 2001,Kentucky,6,2023,3,TyTy Washington Jr.,washity02,G,2023,197,63af8fcbabaabaf6d891690e
August 3 1955,Old Dominion,6,1978,9,Wilson Washington,washiwi01,F-C,1979,227,63af8fcbabaabaf6d891690f
October 13 1994,George Washington,6,2019,9,Yuta Watanabe,watanyu01,F,2023,215,63af8fcbabaabaf6d8916910
July 28 1997,Oklahoma State,6,2022,6,Lindy Waters III,waterli01,G,2023,215,63af8fcbabaabaf6d8916911
January 10 1998,LSU,5,2020,10,Tremont Waters,watertr01,G,2022,175,63af8fcbabaabaf6d8916912
November 9 2000,LSU,6,2022,9,Trendon Watford,watfotr01,F,2023,240,63af8fcbabaabaf6d8916913
November 8 1984,Syracuse,6,2008,11,Darryl Watkins,watkida01,C,2012,258,63af8fcbabaabaf6d8916914
March 22 1930,Kentucky,6,1955,1,Bobby Watson,watsobo01,G,1955,160,63af8fcbabaabaf6d8916915
April 17 1984,Tennessee,6,2008,2,C.J. Watson,watsocj01,G,2017,175,63af8fcbabaabaf6d8916916
June 12 1979,UCLA,6,2002,1,Earl Watson,watsoea01,G,2014,195,63af8fcbabaabaf6d8916917
February 23 1972,South Carolina,6,1995,7,Jamie Watson,watsoja01,F,1999,190,63af8fcbabaabaf6d8916918
December 30 1994,Fresno State,6,2020,6,Paul Watson,watsopa01,G,2022,210,63af8fcbabaabaf6d8916919
September 11 2002,UCLA,6,2023,8,Peyton Watson,watsope01,G-F,2023,200,63af8fcbabaabaf6d891691a
May 21 1943,Wake Forest,6,1966,6,Ron Watts,wattsro01,F,1967,210,63af8fcbabaabaf6d891691b
March 14 1948,Florida A&M University of Great Falls,6,1971,3,Sam Watts,wattssa01,G,1971,185,63af8fcbabaabaf6d891691c
July 22 1951,Xavier University of Louisiana,6,1974,1,Slick Watts,wattssl01,G,1979,175,63af8fcbabaabaf6d891691d
May 2 1991,Villanova,6,2013,2,Maalik Wayns,waynsma01,G,2014,200,63af8fcbabaabaf6d891691e
September 21 1990,UNC UCLA,6,2015,10,David Wear,wearda01,F,2015,230,63af8fcbabaabaf6d891691f
September 21 1990,UNC UCLA,6,2015,10,Travis Wear,weartr01,F,2018,230,63af8fcbabaabaf6d8916920
September 8 1970,Southern Miss,6,1993,6,Clarence Weatherspoon,weathcl01,F,2005,240,63af8fcbabaabaf6d8916921
July 20 1950,Illinois,6,1974,7,Nick Weatherspoon,weathni01,F,1980,195,63af8fcbabaabaf6d8916922
September 10 1996,Mississippi State,6,2020,3,Quinndary Weatherspoon,weathqu01,G,2022,205,63af8fcbabaabaf6d8916923
February 18 1986,Washington State,6,2009,6,Kyle Weaver,weaveky01,G,2011,201,63af8fcbabaabaf6d8916924
August 19 1993,Boise State,6,2018,9,James Webb III,webbja01,F,2018,202,63af8fcbabaabaf6d8916925
July 6 1948,Kansas State,6,1971,4,Jeff Webb,webbje01,G,1972,170,63af8fcbabaabaf6d8916926
May 9 1970,Alabama,6,1993,9,Marcus Webb,webbma01,F-C,1993,255,63af8fcbabaabaf6d8916927
July 13 1963,Midland College NC State,5,1986,6,Spud Webb,webbsp01,G,1998,133,63af8fcbabaabaf6d8916928
December 29 1992,VCU,6,2016,2,Briante Weber,weberbr01,G,2018,165,63af8fcbabaabaf6d891692a
March 18 1918,Purdue,6,1947,6,Jake Weber,weberja01,C,1947,225,63af8fcbabaabaf6d891692b
March 6 1948,"Wharton County Junior College Saint Peter's College",6,1972,5,Elnardo Webster,webstel01,F,1972,190,63af8fcbabaabaf6d891692c
February 19 1971,Oklahoma,6,1996,8,Jeff Webster,webstje01,F,1996,232,63af8fcbabaabaf6d891692d
December 4 1986,,6,2006,7,Martell Webster,webstma02,G-F,2015,230,63af8fcbabaabaf6d891692e
April 13 1952,Morgan State University,7,1976,1,Marvin Webster,webstma01,C,1987,225,63af8fcbabaabaf6d891692f
July 29 1952,Colorado,6,1975,7,Scott Wedman,wedmasc01,F-G,1987,215,63af8fcbabaabaf6d8916930
July 8 1986,Arkansas,6,2009,6,Sonny Weems,weemsso01,G-F,2016,205,63af8fcbabaabaf6d8916931
December 9 1925,Rice University,6,1949,4,Dick Wehr,wehrdi01,F,1949,180,63af8fcbabaabaf6d8916932
October 28 1960,William & Mary,6,1984,9,Brant Weidner,weidnbr01,F,1984,230,63af8fcbabaabaf6d8916933
May 7 1942,Penn State,6,1966,2,Bob Weiss,weissbo01,G,1977,180,63af8fcbabaabaf6d8916934
April 30 1946,Northeastern University,6,1968,2,Rick Weitzman,weitzri01,G,1968,175,63af8fcbabaabaf6d8916935
September 28 1976,Ball State University,6,1999,5,Bonzi Wells,wellsbo01,G-F,2008,210,63af8fcbabaabaf6d8916936
July 26 1974,Austin Peay State University,6,1998,5,Bubba Wells,wellsbu01,F,1998,230,63af8fcbabaabaf6d8916937
December 9 1950,Detroit Mercy,6,1975,7,Owen Wells,wellsow01,F,1975,200,63af8fcbabaabaf6d8916938
September 3 1940,Northwestern,6,1963,1,Ralph Wells,wellsra01,G,1963,180,63af8fcbabaabaf6d8916939
January 2 1964,Washington,7,1988,1,Chris Welp,welpch01,C,1990,245,63af8fcbabaabaf6d891693a
January 27 1980,,6,2003,7,Jiří Welsch,welscji01,G,2006,208,63af8fcbabaabaf6d891693b
February 3 1996,UCLA,7,2019,1,Thomas Welsh,welshth01,C,2019,255,63af8fcbabaabaf6d891693c
April 26 1963,"St. John's",7,1986,1,Bill Wennington,wennibi01,C,2000,245,63af8fcbabaabaf6d891693d
November 4 1970,UNC,7,1994,1,Matt Wenstrom,wenstma01,C,1994,250,63af8fcbabaabaf6d891693e
September 12 1970,"St. John's",6,1993,11,Robert Werdann,werdaro01,C,1997,250,63af8fcbabaabaf6d891693f
July 30 1923,"St. John's",5,1947,11,Ray Wertis,wertira01,G,1948,,63af8fcbabaabaf6d8916940
March 16 2003,Notre Dame,6,2023,5,Blake Wesley,weslebl01,G,2023,185,63af8fcbabaabaf6d8916941
November 14 1970,Baylor,6,1994,1,David Wesley,wesleda01,G,2007,190,63af8fcbabaabaf6d8916942
January 25 1945,Kansas,6,1967,11,Walt Wesley,weslewa01,C,1976,220,63af8fcbabaabaf6d8916943
August 29 1980,Xavier,6,2004,9,David West,westda01,F-C,2018,250,63af8fcbabaabaf6d8916944
July 26 1983,"Saint Joseph's",6,2005,4,Delonte West,westde01,G,2012,180,63af8fcbabaabaf6d8916945
May 27 1967,Villanova,6,1990,6,Doug West,westdo01,G-F,2001,200,63af8fcbabaabaf6d8916946
June 19 1984,Georgia Tech,6,2008,5,Mario West,westma02,G,2011,210,63af8fcbabaabaf6d8916948
November 5 1960,Old Dominion,6,1984,10,Mark West,westma01,C-F,2000,230,63af8fcbabaabaf6d8916949
June 6 1944,Cincinnati,6,1968,4,Roland West,westro01,G,1968,178,63af8fcbabaabaf6d891694a
,Providence,6,1968,8,Dexter Westbrook,westbde01,F,1968,190,63af8fcbabaabaf6d891694b
November 12 1988,UCLA,6,2009,3,Russell Westbrook,westbru01,G,2023,200,63af8fcbabaabaf6d891694c
October 22 1944,Virginia Tech,6,1968,5,John Wetzel,wetzejo01,G-F,1976,190,63af8fcbabaabaf6d891694e
April 16 1982,Barton County Community College Cincinnati Walsh University,6,2006,10,Robert Whaley,whalero01,C,2006,260,63af8fcbabaabaf6d891694f
August 11 1962,Alabama,6,1984,3,Ennis Whatley,whatlen01,G,1997,177,63af8fcbabaabaf6d8916950
October 14 1973,Louisville,6,1998,1,DeJuan Wheat,wheatde01,G,1999,165,63af8fcbabaabaf6d8916951
October 27 1959,William Paterson University,6,1988,1,Clinton Wheeler,wheelcl01,G,1989,185,63af8fcbabaabaf6d8916952
October 8 1975,Rhode Island,5,1999,10,Tyson Wheeler,wheelty01,G,1999,165,63af8fcbabaabaf6d8916953
August 29 1930,Kentucky,6,1955,1,Skippy Whitaker,whitask01,G,1955,180,63af8fcbabaabaf6d8916954
June 16 1993,Nebraska Syracuse,6,2018,7,Andrew White,whitean01,G,2018,210,63af8fcbabaabaf6d8916955
February 16 2000,UNC,6,2020,5,Coby White,whiteco01,G,2023,195,63af8fcbabaabaf6d8916956
August 31 1986,Indiana,6,2009,9,D.J. White,whitedj01,F,2014,251,63af8fcbabaabaf6d8916957
July 2 1994,Colorado-Colorado Springs Colorado,6,2018,4,Derrick White,whitede01,G,2023,190,63af8fcbabaabaf6d8916958
December 30 1965,Pepperdine,6,1988,8,Eric White,whiteer01,F,1989,200,63af8fcbabaabaf6d8916959
June 15 1948,Georgia,6,1971,2,Herb White,whitehe01,G,1971,195,63af8fcbabaabaf6d891695a
January 26 1940,Villanova,6,1963,4,Hubie White,whitehu01,G-F,1971,205,63af8fcbabaabaf6d891695b
August 5 1997,Duke,6,2023,7,Jack White,whiteja03,F,2023,225,63af8fcbabaabaf6d891695c
February 19 1976,Georgetown,6,1999,9,Jahidi White,whiteja01,F-C,2005,290,63af8fcbabaabaf6d891695d
October 21 1982,Florida Cincinnati,6,2007,7,James White,whiteja02,G-F,2013,200,63af8fcbabaabaf6d891695e
August 13 1992,Florida State,6,2017,8,Okaro White,whiteok01,F,2019,205,63af8fcbabaabaf6d8916960
November 4 1967,Louisiana Tech,6,1990,8,Randy White,whitera01,F,1994,240,63af8fcbabaabaf6d8916961
June 28 1980,UNC Charlotte,6,2002,9,Rodney White,whitero02,F,2005,238,63af8fcbabaabaf6d8916962
August 16 1959,University of South Alabama,6,1983,8,Rory White,whitero01,F,1987,210,63af8fcbabaabaf6d8916963
April 10 1991,Iowa State,6,2014,8,Royce White,whitero03,F,2014,270,63af8fcbabaabaf6d8916964
June 23 1953,Arizona State,6,1976,2,Rudy White,whiteru01,G,1981,195,63af8fcbabaabaf6d8916965
February 15 1965,Tennessee,6,1988,2,Tony White,whiteto01,G,1988,170,63af8fcbabaabaf6d8916966
August 20 1962,Chattanooga,6,1985,3,Willie White,whitewi01,G,1986,195,63af8fcbabaabaf6d8916967
March 8 1995,Seton Hall,6,2017,4,Isaiah Whitehead,whiteis01,G,2018,213,63af8fcbabaabaf6d8916968
September 30 1956,Marquette,6,1979,10,Jerome Whitehead,whiteje01,C-F,1989,220,63af8fcbabaabaf6d8916969
April 25 1969,Northern Illinois,5,1997,10,Donald Whiteside,whitedo01,G,1998,160,63af8fcbabaabaf6d891696a
June 13 1989,Marshall,7,2011,1,Hassan Whiteside,whiteha01,C,2022,265,63af8fcbabaabaf6d891696b
August 21 1972,Jackson State University,6,1996,9,Dwayne Whitfield,whitfdw01,F,1996,240,63af8fcbabaabaf6d891696c
October 5 1971,Clemson,6,1994,1,Chris Whitney,whitnch01,G,2004,168,63af8fcbabaabaf6d891696d
April 28 1939,Iowa State,6,1968,7,Hank Whitney,whitnha01,F-C,1970,230,63af8fcbabaabaf6d891696e
June 22 1957,NC State,6,1981,5,Hawkeye Whitney,whitnha02,G-F,1982,235,63af8fcbabaabaf6d891696f
February 7 1993,Georgetown,6,2021,8,Greg Whittington,whittgr01,F,2021,210,63af8fcbabaabaf6d8916970
March 27 1991,Western Michigan,6,2015,11,Shayne Whittington,whittsh01,F-C,2016,250,63af8fcbabaabaf6d8916971
September 19 1949,UCLA,6,1972,8,Sidney Wicks,wickssi01,F-C,1981,225,63af8fcbabaabaf6d8916972
March 9 1945,Tennessee,6,1968,4,Ron Widby,widbyro01,F,1968,210,63af8fcbabaabaf6d8916973
December 12 1926,Iowa,5,1950,9,Murray Wier,wiermu01,G,1950,155,63af8fcbabaabaf6d8916974
December 22 1938,Cincinnati,6,1962,4,Bob Wiesenhahn,wiesebo01,F,1962,215,63af8fcbabaabaf6d8916975
August 23 1999,Iowa,6,2022,6,Joe Wieskamp,wieskjo01,G,2022,212,63af8fcbabaabaf6d8916976
January 2 1999,Maryland,6,2022,6,Aaron Wiggins,wiggiaa01,G,2023,200,63af8fcbabaabaf6d8916977
February 23 1995,Kansas,6,2015,7,Andrew Wiggins,wiggian01,F-G,2023,197,63af8fcbabaabaf6d8916978
September 28 1959,Clemson Florida State,6,1984,4,Mitchell Wiggins,wiggimi01,G,1992,185,63af8fcbabaabaf6d8916979
March 28 1998,Iowa State,6,2022,2,Lindell Wigginton,wiggili01,G,2022,189,63af8fcbabaabaf6d891697a
June 8 1944,Central State University,6,1968,6,Ken Wilburn,wilbuke01,F,1969,195,63af8fcbabaabaf6d891697b
December 30 1990,Washington,6,2015,5,C.J. Wilcox,wilcocj01,G,2017,195,63af8fcbabaabaf6d891697c
September 3 1982,Maryland,6,2003,10,Chris Wilcox,wilcoch01,F,2013,221,63af8fcbabaabaf6d891697d
March 25 1923,Saint Louis,6,1949,2,D.C. Wilcutt,wilcudc01,G,1950,165,63af8fcbabaabaf6d891697e
November 12 1937,Wichita State,6,1963,10,Gene Wiley,wileyge01,C,1968,210,63af8fcbabaabaf6d891697f
September 4 1994,Eastern Washington,6,2018,7,Jacob Wiley,wileyja01,F,2018,215,63af8fcbabaabaf6d8916980
October 16 1957,Cal State Long Beach,6,1981,9,Michael Wiley,wileymi01,F,1982,200,63af8fcbabaabaf6d8916981
September 24 1966,Cal State Long Beach,6,1989,4,Morlon Wiley,wileymo01,G,1995,185,63af8fcbabaabaf6d8916982
March 18 1933,Memphis,6,1958,2,Win Wilfong,wilfowi01,G-F,1961,185,63af8fcbabaabaf6d8916983
August 15 1954,Indiana,6,1977,6,Bob Wilkerson,wilkebo01,G-F,1983,195,63af8fcbabaabaf6d8916985
April 1 1958,UCLA,6,1981,7,James Wilkes,wilkeja02,F,1983,195,63af8fcbabaabaf6d8916987
January 11 1980,NC State Georgia,6,2005,6,Damien Wilkins,wilkida02,F-G,2018,225,63af8fcbabaabaf6d8916988
May 7 1962,Gardner-Webb University,6,1985,10,Eddie Lee Wilkins,wilkied01,F-C,1993,220,63af8fcbabaabaf6d891698a
September 11 1963,Chattanooga,6,1986,6,Gerald Wilkins,wilkige01,G-F,1999,185,63af8fcbabaabaf6d891698b
March 9 1955,Illinois State,6,1981,11,Jeff Wilkins,wilkije01,C-F,1986,230,63af8fcbabaabaf6d891698c
March 18 1960,Idaho State University,6,1985,10,Dale Wilkinson,wilkida01,F,1985,220,63af8fcbabaabaf6d891698d
May 7 1979,Rice University,5,2003,10,Mike Wilks,wilksmi01,G,2010,185,63af8fcbabaabaf6d891698e
October 2 1971,Xavier,6,1994,9,Aaron Williams,williaa01,F-C,2008,220,63af8fcbabaabaf6d891698f
February 3 1948,Drake University,6,1971,6,Al Williams,willial01,F,1971,200,63af8fcbabaabaf6d8916990
January 28 1993,UC Santa Barbara,6,2016,8,Alan Williams,willial03,F-C,2019,265,63af8fcbabaabaf6d8916991
June 19 1999,Triton College Oklahoma Wake Forest,6,2023,5,Alondes Williams,willial06,G,2023,210,63af8fcbabaabaf6d8916992
August 6 1974,Villanova,6,1998,5,Alvin Williams,willial02,G,2007,185,63af8fcbabaabaf6d8916993
September 29 1939,Cal Poly Pomona,6,1968,1,Art Williams,williar01,G,1975,180,63af8fcbabaabaf6d8916994
December 30 1945,La Salle,6,1970,3,Bernie Williams,willibe01,G,1974,175,63af8fcbabaabaf6d8916995
May 12 1931,Florida A&M,6,1956,6,Bob Williams,willibo01,F,1957,230,63af8fcbabaabaf6d8916996
February 27 1975,Davidson,6,1998,6,Brandon Williams,willibr01,G,2003,215,63af8fcbabaabaf6d8916997
November 22 1999,Arizona,6,2022,2,Brandon Williams,willibr03,G,2022,190,63af8fcbabaabaf6d8916998
March 8 1960,Maryland,6,1982,8,Buck Williams,willibu01,F-C,1998,215,63af8fcbabaabaf6d8916999
February 6 1990,NC State,6,2018,5,C.J. Williams,willicj01,G,2019,226,63af8fcbabaabaf6d891699a
September 5 1943,Seattle University,6,1968,1,Charlie Williams,willich01,G,1973,165,63af8fcbabaabaf6d891699b
June 6 1946,Colorado,6,1971,2,Chuck Williams,willich02,G,1978,175,63af8fcbabaabaf6d891699c
December 31 1953,Kansas State,6,1977,3,Chuckie Williams,willich03,G,1977,180,63af8fcbabaabaf6d891699d
April 15 1945,Bowling Green,6,1969,3,Cliff Williams,willicl01,G,1969,180,63af8fcbabaabaf6d891699e
April 24 1970,Oklahoma State,6,1993,2,Corey Williams,willico01,G,1994,190,63af8fcbabaabaf6d891699f
June 26 1984,Illinois,6,2006,3,Deron Williams,willide01,G,2017,200,63af8fcbabaabaf6d89169a0
May 25 1991,Arizona,6,2012,8,Derrick Williams,willide02,F,2018,240,63af8fcbabaabaf6d89169a1
August 2 1956,Notre Dame,6,1980,2,Duck Williams,willidu01,G,1980,180,63af8fcbabaabaf6d89169a2
March 24 1951,Winston-Salem State,6,1975,7,Earl Williams,williea01,C-F,1979,230,63af8fcbabaabaf6d89169a3
June 20 1989,Duke Memphis,6,2012,5,Elliot Williams,williel01,G,2016,190,63af8fcbabaabaf6d89169a4
July 17 1972,Vincennes University Providence,6,1996,8,Eric Williams,willier01,F,2007,220,63af8fcbabaabaf6d89169a5
February 18 1953,Austin Peay State University,6,1975,5,Fly Williams,willifl01,G-F,1975,200,63af8fcbabaabaf6d89169a6
February 25 1980,Illinois,6,2003,3,Frank Williams,willifr02,G,2005,212,63af8fcbabaabaf6d89169a7
May 15 1956,Portland State,6,1979,4,Freeman Williams,willifr01,G-F,1986,190,63af8fcbabaabaf6d89169a8
April 1 1947,Kansas State,6,1970,7,Gene Williams,willige01,F,1970,235,63af8fcbabaabaf6d89169a9
November 30 1998,Tennessee,6,2020,6,Grant Williams,willigr01,F,2023,236,63af8fcbabaabaf6d89169aa
October 10 1953,USC,6,1976,2,Gus Williams,willigu01,G,1987,175,63af8fcbabaabaf6d89169ab
July 1 1960,San Francisco Washington State,6,1985,9,Guy Williams,willigu02,F,1986,200,63af8fcbabaabaf6d89169ac
April 28 1952,Jacksonville University,6,1975,5,Hank Williams,williha01,F,1975,210,63af8fcbabaabaf6d89169ad
February 16 1958,Ohio State,6,1982,10,Herb Williams,willihe01,C-F,1999,242,63af8fcbabaabaf6d89169ae
August 9 1962,Tulane,6,1987,11,Hot Rod Williams,williho01,F-C,1999,215,63af8fcbabaabaf6d89169af
April 14 2001,Santa Clara,6,2023,6,Jalen Williams,willija06,G,2023,195,63af8fcbabaabaf6d89169b0
November 18 1975,Marshall Florida,6,1999,1,Jason Williams,willija02,G,2011,190,63af8fcbabaabaf6d89169b1
February 19 1983,UNC,6,2009,9,Jawad Williams,willija04,F,2011,218,63af8fcbabaabaf6d89169b2
September 10 1981,Duke,6,2003,2,Jay Williams,willija03,G,2003,195,63af8fcbabaabaf6d89169b3
June 29 2002,Arkansas,6,2023,10,Jaylin Williams,willija07,F,2023,240,63af8fcbabaabaf6d89169b4
February 22 1968,"St. John's",6,1991,9,Jayson Williams,willija01,F-C,1999,240,63af8fcbabaabaf6d89169b5
